case_id,title,source_group,source_file,source_line,owner_stage,phase,release_gate,requirement_ids,verification_kind,execution_status,notes,evidence_refs
OBS-AC-11,Состояние без живого driver,state_telemetry_supplement,state-and-telemetry.md,693,P1-08,1,P1-09;P2-18,OBS-004;OBS-005;OBS-007;REA-011;REA-013,runtime_integration,passed,"Given: Persisted run running, driver heartbeat давно отсутствует. When: Прочитать из CLI/шага. Then: Snapshot версионный; executor interval не растянут как measured до as_of, value_ms=null при partial; liveness не объявлена доказанной.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-12,Недоступный exporter и полный durable disk,state_telemetry_supplement,state-and-telemetry.md,694,P2-16,2,P2-18,OBS-006;REA-012,runtime_integration,specified_not_executed,"Given: Отдельно остановлен telemetry exporter; отдельно заполнен durable storage. When: Запросить работу и stop в обоих случаях. Then: Export не блокирует control; невозможность сохранить обязательные факты блокирует новые effects, не теряет их молча.",
OBS-AC-13,Приватность и неполные статистики,state_telemetry_supplement,state-and-telemetry.md,695,P2-16,2,P2-18,OBS-005;OBS-006;REA-012,runtime_integration,specified_not_executed,"Given: Secret payload, множество Run IDs, часть timings отсутствует, есть active/failed runs. When: Экспортировать metrics/traces и p95 report. Then: Нет raw secrets/неограниченных ID labels; окно, population, sample size и доля missing показаны, null не нули.",
OBS-AC-14,Новый read view и старый JSON,state_telemetry_supplement,state-and-telemetry.md,696,P1-08,1,P1-09;P2-18,OBS-010;REA-014,runtime_integration,passed,"Given: Старый клиент ожидает RunSnapshot v1, новый просит timing view, F1 получает guard поле. When: Выполнить чтение и validation. Then: Старый DTO неизменен; новый тип явно negotiated/schema-validated; unsupported guard отвергнут до effect.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-15,Pause и живое исполнение перекрываются,state_telemetry_supplement,state-and-telemetry.md,697,P1-07,1,P1-09;P2-18,OBS-002;OBS-003;OBS-004,runtime_integration,passed,"Given: Executor работает в [2,12), два restrictions действуют в [4,8) и [6,9). When: Построить интервалы и выполнить resume без release. Then: Executor time 10 s, union restricted time 5 s, не 15 s elapsed; resume не снимает stops и не продлевает deadline.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-16,"Lifecycle, verdict и outcome не смешиваются",state_telemetry_supplement,state-and-telemetry.md,698,P1-08,1,P1-09;P2-18,OBS-012;OBS-014;OBS-020,runtime_integration,passed,"Given: Пять F1 Runs: два completed+succeeded, failed, cancelled и running; у одного проверяющего шага принят verdict fail. When: Построить status/outcome/verdict breakdown и стандартные Run fractions. Then: Terminal=4, succeeded=2/4, failed=1/4, open=1; предметный fail не создаёт дополнительный технический failed Run.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-17,Успех с warnings и неполное coverage,state_telemetry_supplement,state-and-telemetry.md,699,P1-08,1,P1-09;P2-18,OBS-011;OBS-012;OBS-014;OBS-019,runtime_integration,passed,"Given: Два terminal Runs с полным warning coverage: один clean, другой с warning; два неполных также имеют наблюдённые warnings. When: Посчитать warning fraction и показать successful Run с предупреждением. Then: N=1,D=2,50%; два warned incomplete отдельно, не 150%; warning не меняет verdict/status, unknown coverage не ноль.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-18,Diagnostic occurrence и причинные ссылки,state_telemetry_supplement,state-and-telemetry.md,700,P1-06,1,P1-09;P2-18,OBS-012;OBS-014,runtime_integration,passed,"Given: Одна core failure связана с Problem/log/result, другой occurrence имеет тот же code; traceback содержит много строк. When: Повторить доставку первого diagnostic и построить сводку/цепочку. Then: Две occurrences, не число строк/уровней/доставок; неизвестная причина не выдумана, scope/origin сохранены.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-19,Итоговый OS CPU и отсутствие meter,state_telemetry_supplement,state-and-telemetry.md,701,P1-05,1,P1-09;P2-18,OBS-002;OBS-011;OBS-015,runtime_integration,passed,"Given: Реальный локальный процесс расходует CPU и завершается; второй профиль не поддерживает выбранное поле. When: Получить OS accounting, elapsed и exit evidence. Then: CPU/unit/method/scope отдельно от elapsed; неподдержанное поле unavailable с причиной, не нулевое измерение.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-20,"Children, RSS и sampled maximum",state_telemetry_supplement,state-and-telemetry.md,702,P2-09,2,P2-18,OBS-013;OBS-015,runtime_integration,specified_not_executed,"Given: Parent/children имеют пересекающийся accounting, пики памяти в разные моменты; sampler пропускает короткий пик. When: Построить process/tree/resource отчёты. Then: Нет двойного CPU учёта; сумма individual peaks не tree peak, sampled max помечен, scope/coverage/OS method видны.",
OBS-AC-21,Измерения command и persistence пути,state_telemetry_supplement,state-and-telemetry.md,703,P1-06,1,P1-09;P2-18,OBS-013;OBS-016,runtime_integration,passed,"Given: Один logical command повторён, другой конфликтует; успешный commit и controlled persistence failure наблюдены. When: Сравнить received/unique/committed/conflict counts и latency. Then: Transport repeats не новые transitions; rejected/failure не скрыты из counts, counters относятся к правильной authority generation.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-22,Shared cost ядра и измеренный scope,state_telemetry_supplement,state-and-telemetry.md,704,P2-16,2,P2-18,OBS-011;OBS-015;OBS-016,runtime_integration,specified_not_executed,"Given: Два Runs делят core/SQLite/GC; есть process CPU, Go estimated CPU и отдельные operation spans. When: Построить расходы ядра и Run attribution. Then: Shared bucket сохранён; нет точного деления по elapsed или смешения OS/Go estimates, вложенные spans не удвоены.",
OBS-AC-23,"Cumulative, gauge и duplicate receipt",state_telemetry_supplement,state-and-telemetry.md,705,P1-08,1,P1-09;P2-18,OBS-013;OBS-019;PUB-002,runtime_integration,passed,"Given: State counter сообщает 10,13,13; gauge повторяет42; event X повторён, event Y имеет тот же payload. When: Публиковать, повторять команды, читать summary. Then: Cumulative total13 и delta3, gauge42, две event occurrences; exact duplicate возвращает receipt без нового measurement.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-24,Retry exposure и reset generation,state_telemetry_supplement,state-and-telemetry.md,706,P2-13,2,P2-18,OBS-013;OBS-014;OBS-019,runtime_integration,specified_not_executed,"Given: Первая Attempt failed, qualified retry accepted+pass; другой шаг после первой ошибки явно waived; meter generation сменена. When: Посчитать first-attempt-pass, Run outcome и новую серию counter. Then: Обе первые exposure остаются non-pass; retry/waiver не стирают отказ, новый counter не вычитается из старой generation.",
OBS-AC-25,"Типы, единицы и неизвестные metrics",state_telemetry_supplement,state-and-telemetry.md,707,P1-08,1,P1-09;P2-18,OBS-011;OBS-013;OBS-019;OBS-021,runtime_integration,passed,"Given: Descriptor задаёт counter/bytes с bounds и допустимыми dimensions. When: Передать NaN/overflow, другую unit, decreasing cumulative без reset, неизвестное имя/aggregation и отсутствующий meter. Then: Некорректное отвергнуто явно, отсутствующее unavailable; нет округления, отрицательного traffic и успешного пустого ответа.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-26,Взвешенная агрегация и exact percentile,state_telemetry_supplement,state-and-telemetry.md,708,P1-08,1,P1-09;P2-18,OBS-013;OBS-020;OBS-021,runtime_integration,passed,"Given: Полные значения1,2 и3,4,100 разделены на группы2 и3 элемента, одинаковы method/unit. When: Посчитать общий count/sum/mean/p50/p95 nearest-rank. Then: Count5,sum110,mean22,p50=3,p95=100; не среднее групповых средних или p95; report называет n/method.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-27,"Cohort window, поздний исход и cut",state_telemetry_supplement,state-and-telemetry.md,709,P1-08,1,P1-09;P2-18,OBS-011;OBS-020;OBS-021,runtime_integration,passed,"Given: Run создан перед to, ошибка/settlement после to, но до cut; другой факт принят после cut; остаётся open Run. When: Выполнить три отдельных F1 aggregate query: created-at cohort, explicit event window и completed-within, без view compare. Then: Cohort включает свою историю до cut после to, не будущий факт; populations/terminal/open и окна раздельны.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-28,Histogram merge и малая выборка,state_telemetry_supplement,state-and-telemetry.md,710,P2-15,2,P2-18,OBS-013;OBS-020,runtime_integration,specified_not_executed,"Given: Группы имеют разные counts, p95 и несовместимые histogram boundaries; ещё одна группа содержит один sample. When: Запросить общий p95 и сравнение. Then: Нет average(p95) или merge несовместимого; exact либо labelled approximation/отказ, n=1 не уверенный regression.",
OBS-AC-29,Изменение состава workload,state_telemetry_supplement,state-and-telemetry.md,711,P2-15,2,P2-18,OBS-020;OBS-023,runtime_integration,specified_not_executed,"Given: Baseline: small90/100,large20/100 succeeded; candidate: small18/20,large36/180. When: Сравнить общий результат и одинаковые workload strata. Then: Общие110/200 и54/200 показаны вместе с прежними90%/20% внутри strata; нет вывода о regression кода только из mix.",
OBS-AC-30,"Work units, reuse и фактические расходы",state_telemetry_supplement,state-and-telemetry.md,712,P2-13,2,P2-18,OBS-013;OBS-014;OBS-017;OBS-020,runtime_integration,specified_not_executed,"Given: Есть executed и reused-only outputs, eligible hit/miss и item groups разного размера. When: Посчитать throughput/hit rate/cost per item и first-attempt population. Then: Знаменатели явны; source CPU/cost не новый расход reuse, savings только estimate; reused-only вне execution exposure.",
OBS-AC-31,"Quality, checker revision и waiver",state_telemetry_supplement,state-and-telemetry.md,713,P2-15,2,P2-18,OBS-012;OBS-017;OBS-020,runtime_integration,specified_not_executed,"Given: Schema pass, предметный fail, missing required check, waiver и разные evaluator revisions присутствуют в разных Runs. When: Построить quality report и сравнить scores. Then: Каждый исход/coverage/evaluator различим; schema/waiver не semantic pass, несовместимые scores не объединены.",
OBS-AC-32,Собственный metric и защищённый namespace,state_telemetry_supplement,state-and-telemetry.md,714,P1-08,1,P1-09;P2-18,OBS-012;OBS-013;OBS-019;PUB-001;PUB-002,runtime_integration,passed,"Given: Шаг объявил progress gauge и diagnostic event hook с pinned mapping. When: Опубликовать свои значения, затем чужой scope/core counter, неверную schema и forged trust. Then: Разрешённое видно как worker-reported; подмена отклонена, lifecycle/budget не изменены, descriptor pinned.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-33,Opaque script и строка ERROR,state_telemetry_supplement,state-and-telemetry.md,715,P1-08,1,P1-09;P2-18,OBS-011;OBS-012;OBS-015;OBS-019,runtime_integration,passed,"Given: Неинструментированный script печатает ERROR и token count в stdout/stderr, но имеет известный exit/result. When: Построить отчёт без declared diagnostic/usage mapping. Then: Известные core facts есть; текст не становится trusted failure/usage, внутренние calls и warning completeness неизвестны.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-34,Query schema и границы F1,state_telemetry_supplement,state-and-telemetry.md,716,P1-08,1,P1-09;P2-18,OBS-010;OBS-021;OBS-024,runtime_integration,passed,"Given: Доступны старый RunSnapshot и новые F1 query/report schemas. When: Выполнить catalog/records/aggregate, запросить compare/unknown filter и вставить telemetry поля в v1. Then: F1 reads работают по closed DTO; неподдержанное/unknown/v1 mutation отвергнуто; ни silent ignore, ни placeholder success.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-35,"Aggregate, cache и cursor после revoke",state_telemetry_supplement,state-and-telemetry.md,717,P2-15,2,P2-18,OBS-008;OBS-021;OBS-022,runtime_integration,specified_not_executed,"Given: Principal видит A, но не B; есть cached report/cursor и ссылка trace на B. When: Запросить общий count/p95/top errors, затем revoke и следующую страницу. Then: Access до aggregation/выдачи, B и его counts не раскрыты; cursor/cache не дают прежнее право или новый query.",
OBS-AC-36,Read-only query не выполняет maintenance,state_telemetry_supplement,state-and-telemetry.md,718,P1-08,1,P1-09;P2-18,OBS-016;OBS-021,runtime_integration,passed,"Given: Сохранены WAL/OS observations; новые measurements не собраны, writer работает. When: Запросить report несколько раз и попытаться включить refresh/profiling. Then: Нет checkpoint/provider probe/lease change/workflow event; возвращён сохранённый cut/freshness, unsupported refresh отвергнут.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-37,Предел query и медленный читатель,state_telemetry_supplement,state-and-telemetry.md,719,P2-16,2,P2-18,OBS-016;OBS-021;OBS-022,runtime_integration,specified_not_executed,"Given: Cohort превышает scan/group/byte limit, reader остановился между страницами, control command ожидает. When: Читать aggregate/top-N, отменить query, продолжить после expiry. Then: Нет полного вида у partial aggregate; limit/expired явны, writer/control и WAL не удерживаются неограниченно.",
OBS-AC-38,"Paid deliveries, dedup и unknown usage",state_telemetry_supplement,state-and-telemetry.md,720,P2-13,2,P2-18,OBS-011;OBS-014;OBS-018,runtime_integration,specified_not_executed,"Given: Одна operation имеет две оплаченные deliveries, повтор receipt и ещё один неизвестный charge. When: Посчитать usage/charge/reservation после retry и disconnect. Then: Две реальные charges, duplicate не добавлен, unknown не ноль и не release reserve; effect count остаётся отдельным.",
OBS-AC-39,"Тариф, валюта и late adjustment",state_telemetry_supplement,state-and-telemetry.md,721,P2-16,2,P2-18,OBS-018;OBS-020;OBS-022,runtime_integration,specified_not_executed,"Given: Есть partial usage, rate-card v1/v2, две currencies и поздний provider adjustment. When: Повторить report по старому cut и рассчитать новый. Then: Историческая estimate pinned, currencies не сложены, adjustment связан без дублирования; source/method/coverage видны.",
OBS-AC-40,Secrets и безопасный export,state_telemetry_supplement,state-and-telemetry.md,722,P2-16,2,P2-18,OBS-012;OBS-019;OBS-022,runtime_integration,specified_not_executed,"Given: Sensitive payload содержит secret в exception/metric attribute/span/profile и HTML/ANSI/formula prefixes. When: Сохранить/показать/export telemetry в standard и явно разрешённом diagnostic profile. Then: Действуют minimization/classification/redaction/escaping; нет автоматической утечки raw content или формулы, scope не расширен.",
OBS-AC-41,"Flood, exporter failure и mandatory facts",state_telemetry_supplement,state-and-telemetry.md,723,P2-16,2,P2-18,OBS-011;OBS-012;OBS-022;OBS-024,runtime_integration,specified_not_executed,"Given: Worker создаёт много dimensions/diagnostics, exporter down; отдельно исчерпан durable storage. When: Публиковать, sampling/drop и отправить stop/result. Then: Предел cross-product и loss видны; severity не даёт unlimited audit, accepted facts не потеряны; без commit нет effects/ложного ACK.",
OBS-AC-42,Crash и невосстановимые samples,state_telemetry_supplement,state-and-telemetry.md,724,P1-08,1,P1-09;P2-18,OBS-004;OBS-011;OBS-021;OBS-022,runtime_integration,passed,"Given: Сохранены lifecycle facts и часть basic local/core samples F1, процесс падает до очередного batch; periodic executor RSS не собран. When: Restart и повтор historical read на фиксированных cuts. Then: Counts фактов восстановимы, samples gap/unknown loss показаны; старый RSS не выдуман из timestamps, future observation не просочилась.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-43,"Retention, rollup и restore",state_telemetry_supplement,state-and-telemetry.md,725,P2-16,2,P2-18,OBS-011;OBS-013;OBS-021;OBS-022,runtime_integration,specified_not_executed,"Given: Raw samples удалены по policy, summary сохранён; restore старше erasure/dedup tombstone. When: Запросить новый разрез/drilldown и прежний report/cursor. Then: Retained aggregate с ограничениями либо gap, не exact новые quantiles; current privacy и нужные tombstones сохранены до выдачи.",
OBS-AC-44,Цена instrumentation и profiling,state_telemetry_supplement,state-and-telemetry.md,726,P2-16,2,P2-18,OBS-015;OBS-016;OBS-022;OBS-024,runtime_integration,specified_not_executed,"Given: Одинаковая workload/build/profile проверяется с disabled optional, standard и diagnostic/profiling. When: Измерить CPU/memory/bytes/control latency и запросить profiling без разрешения. Then: Overhead/метод/coverage опубликованы; profiler bounded/authorized, нет public debug endpoint и потери обязательных гарантий ради скорости.",
OBS-AC-45,Аналитика не меняет управление,state_telemetry_supplement,state-and-telemetry.md,727,P2-15,2,P2-18,OBS-019;OBS-021;OBS-023;REA-002;REA-011,runtime_integration,specified_not_executed,"Given: Report показывает возможное улучшение от новых limits/checks/model; отдельно guard подписан на разрешённый worker-reported metric. When: Выполнить query/AI analysis и доставить accepted publication либо sampled export value. Then: Query не меняет Run/budget/grants; guard принимает только declared source по policy, не exporter; hard budget не доверяет неподтверждённому meter.",
REA-AC-01,Изменение между snapshot и watch,state_telemetry_supplement,state-and-telemetry.md,728,P2-12,2,P2-18,REA-001;REA-003,runtime_integration,specified_not_executed,"Given: Состояние меняется в окно инициализации подписки. When: Получить snapshot+cursor и продолжить watch. Then: Изменение присутствует либо в snapshot, либо после cursor; нет окна потери/двойного control effect.",
REA-AC-02,"Duplicate, out-of-order и конфликт payload",state_telemetry_supplement,state-and-telemetry.md,729,P2-12,2,P2-18,REA-002;REA-003;REA-008,runtime_integration,specified_not_executed,"Given: Приняты source version 12 и event ID X. When: Прислать версию 11, duplicate X и другой payload X. Then: State не откатывается, TTL от duplicate не продлён, конфликт не применяется, второй admission отсутствует.",
REA-AC-03,Compaction и обязательный control cursor,state_telemetry_supplement,state-and-telemetry.md,730,P2-16,2,P2-18,REA-003;REA-004;REA-012,runtime_integration,specified_not_executed,"Given: UI cursor старый, другой cursor нужен active stop guard. When: Выполнить GC и возобновить чтение. Then: UI получает resync; control facts pinned либо monitoring gap блокирует работу, история true не потеряна молча.",
REA-AC-04,Отзыв доступа во время watch,state_telemetry_supplement,state-and-telemetry.md,731,P2-12,2,P2-18,OBS-008;REA-003;REA-011,runtime_integration,specified_not_executed,"Given: Worker имеет scoped read, затем право отозвано. When: Доставить следующий event и переиспользовать cursor. Then: Закрытые данные больше не выдаются; cursor не Grant, core guard следует unknown policy.",
REA-AC-05,"False, null, missing и forbidden",state_telemetry_supplement,state-and-telemetry.md,732,P2-12,2,P2-18,OBS-009;REA-002;REA-005,runtime_integration,specified_not_executed,Given: Четыре разных source cases и stale observation. When: Вычислить exists/not/all. Then: Нет implicit cast или fail-open; forbidden не превращается в «нет поля» и не скрывается short-circuit.,
REA-AC-06,Notification не создаёт лишнюю Attempt,state_telemetry_supplement,state-and-telemetry.md,733,P2-12,2,P2-18,REA-001;REA-006;REA-009,runtime_integration,specified_not_executed,"Given: Guard уже true и несколько повторных notifications. When: Перезапустить planner до/после initial admission. Then: Одна activation и одна исходная Attempt; notification не разрешает retry, новые qualified Attempts проверяются отдельно в P2-13.",
REA-AC-07,Guard изменился в очереди capacity,state_telemetry_supplement,state-and-telemetry.md,734,P2-12,2,P2-18,REA-006;REA-008,runtime_integration,specified_not_executed,"Given: Start был true, slot занят; затем source стал false. When: Освободить slot. Then: Admission не использует старое true; scope ждёт без выдуманного pass/skip и лишнего resource reserve.",
REA-AC-08,Динамический read не меняет sealed inputs,state_telemetry_supplement,state-and-telemetry.md,735,P2-12,2,P2-18,OBS-009;REA-005;REA-011,runtime_integration,specified_not_executed,"Given: Step admitted с input revision A; source стал B. When: Step читает разрешённый observation и сдаёт result. Then: Input A не переписан; использованный B указан в evidence, live read не даёт control rights.",
REA-AC-09,Stop true до запуска,state_telemetry_supplement,state-and-telemetry.md,736,P2-12,2,P2-18,REA-004;REA-006;REA-007,runtime_integration,specified_not_executed,"Given: При регистрации одновременно true start и stop. When: Planner рассматривает target. Then: Durable stop/reason, ноль новых Attempts/effects; stop не проигрывает порядку callbacks.",
REA-AC-10,Stop на границе commit и spawn,state_telemetry_supplement,state-and-telemetry.md,737,P2-12,2,P2-18,REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Admission committed, dispatch ещё не подтверждён. When: Commit stop и восстановить после crash. Then: Проверены актуальные gates; неподтверждённый spawn остаётся неопределённым, blind respawn запрещён.",
REA-AC-11,Stop конкурирует с terminal result,state_telemetry_supplement,state-and-telemetry.md,738,P2-12,2,P2-18,REA-007;REA-008;REA-013,runtime_integration,specified_not_executed,"Given: Relevant source true либо freshness expiry предшествуют terminal cut, обработчик отстал; отдельно terminal был раньше source change. When: Арбитрировать result/stop и закрытие registration в обоих порядках. Then: Barrier учитывает source/timers до cut, ранний stop не потерян; только ранее committed terminal не переписан.",
REA-AC-12,Короткое true и согласованные срезы,state_telemetry_supplement,state-and-telemetry.md,739,P2-12,2,P2-18,REA-004;REA-005;REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Initial A=false/B=true; отдельные commits A=true, затем B=false до wakeup; отдельно обе перемены в одной transaction. When: Вычислить all(A,B) при backlog/restart. Then: В первом случае latch на промежуточном true; во втором нет выдуманного cut. Latest B не подставлен к старому A; false не снимает stop.",
REA-AC-13,Freshness истекла без новых событий,state_telemetry_supplement,state-and-telemetry.md,740,P2-12,2,P2-18,REA-002;REA-005;REA-010,runtime_integration,specified_not_executed,"Given: Последний known value устаревает, источник молчит. When: Наступает durable expiry timer. Then: Condition становится unknown в принятой time observation, duplicate не освежает факт, реакция не ждёт следующего source event.",
REA-AC-14,Потеря источника при active работе,state_telemetry_supplement,state-and-telemetry.md,741,P2-12,2,P2-18,REA-005;REA-007;REA-011,runtime_integration,specified_not_executed,"Given: Source disconnected/stale, on_unknown явно задан. When: Core и worker теряют read stream. Then: Core независимо применяет pause/cancel policy; нет synthetic false, новые ordinary actions запрещены.",
REA-AC-15,External state изменился после проверки,state_telemetry_supplement,state-and-telemetry.md,742,P2-12,2,P2-18,REA-002;REA-008,runtime_integration,specified_not_executed,"Given: Прочитана внешняя revision 4; до effect источник перешёл в 5. When: Выполнить action с/без поддержанной target precondition. Then: CAS-capable target отклоняет mismatch; без него продукт не заявляет атомарность/мгновенную остановку, limitations видны.",
REA-AC-16,Отмена не равна остановке эффекта,state_telemetry_supplement,state-and-telemetry.md,743,P2-12,2,P2-18,OBS-003;REA-007;REA-008,runtime_integration,specified_not_executed,"Given: Живой descendant или pending remote effect после cancel request. When: Истекает grace и приходит неполный receipt. Then: Scope не terminal cancelled, время settlement открыто; нужный claim не освобождён без доказательства.",
REA-AC-17,"Parent stop, siblings и compensation",state_telemetry_supplement,state-and-telemetry.md,744,P2-14,2,P2-18,REA-007;REA-011;REA-014,runtime_integration,specified_not_executed,"Given: Ветви parent имеют effects и declared compensation. When: Stop child, затем parent, выполнить разрешённое recovery. Then: Child не отменяет чужой scope; parent не завершается раньше settlement; compensation имеет свои права/лимиты и не обходится callback.",
REA-AC-18,Worker-наблюдатель не управляет соседями,state_telemetry_supplement,state-and-telemetry.md,745,P2-12,2,P2-18,OBS-008;REA-011,runtime_integration,specified_not_executed,"Given: Step читает состояние sibling, но control Grant отсутствует. When: Попытаться start/cancel sibling или подменить observation. Then: Команда/источник отвергнуты; чтение остаётся отдельным правом, managed boundary квалифицирована.",
REA-AC-19,Отсутствующий владелец wakeup,state_telemetry_supplement,state-and-telemetry.md,746,P2-12,2,P2-18,REA-001;REA-004;REA-010,runtime_integration,specified_not_executed,"Given: Run ждёт condition/timer, managed owner выключен. When: Проверить status, включить owner после срока. Then: Нет обещания невыполненного автозапуска; timers восстановлены с объявленной expiry/misfire policy, worker slot не занят sleep.",
REA-AC-20,Рестарт при неопределённых часах,state_telemetry_supplement,state-and-telemetry.md,747,P2-12,2,P2-18,OBS-002;REA-004;REA-005,runtime_integration,specified_not_executed,"Given: После reboot нельзя доказать свежесть source/permission. When: Planner рассматривает start. Then: Нет продления TTL старым monotonic tick; требуется новое trusted observation/разрешённое восстановление, ordinary admission запрещён.",
REA-AC-21,Choice не является live guard,state_telemetry_supplement,state-and-telemetry.md,748,P2-12,2,P2-18,OBS-009;REA-005;REA-014,runtime_integration,specified_not_executed,"Given: Choice принял route по snapshot A; live source теперь B. When: Replay и watch доставляют B. Then: Route не переизбран; только явно объявленный guard реагирует на B, старые definitions сохраняют смысл.",
REA-AC-22,Cross-run cut и независимая authority,state_telemetry_supplement,state-and-telemetry.md,749,P2-12,2,P2-18,OBS-007;OBS-008;REA-002;REA-008,runtime_integration,specified_not_executed,"Given: Два subjects одной authority и третий внешний. When: Выполнить query и guard decision. Then: Первые читаются согласованно; внешний имеет отдельную версию/freshness, права проверены; global atomic snapshot не заявлен.",
