case_id,title,source_group,source_file,source_line,owner_stage,phase,release_gate,requirement_ids,verification_kind,execution_status,notes,evidence_refs
AC-064,Дополнительный контекст получается явной операцией,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,CTX-008;CTX-001;CTRL-007,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-065,Переполнение контекста не удаляет обязательный запрет,main_spec,../spec/acceptance-cases.csv,,P2-05,2,P2-18,CTX-009;RUN-023;API-002,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-066,Credentials и запрещённые данные не отправляются модели,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,CTX-010;SEC-009;SEC-010,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-067,Валидный descriptor не доказывает содержимое PDF,main_spec,../spec/acceptance-cases.csv,,P2-05,2,P2-18,CTX-011;DOM-006;CTRL-015,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-068,"Evidence различает исполнение, форму и смысл",main_spec,../spec/acceptance-cases.csv,,P2-05,2,P2-18,CTX-012;DOM-008;CTRL-014;QUAL-006,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-069,"Reuse реагирует на значимые изменения, не bookkeeping",main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,DOM-009;CTRL-015;DATA-003,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-070,"Declared новые данные не требуют fork, замена исходных требует",main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,CTX-013;CTRL-002;WF-019,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-071,Read-only router не выдаёт admission,main_spec,../spec/acceptance-cases.csv,,P1-08,1,P1-09;P2-18,DOM-011;RUN-007;ARCH-003,unit,passed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
AC-072,Конкурентный CAS не оставляет частичный допуск,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,DOM-013;DATA-005;DATA-004;CTRL-003;QUAL-004,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-073,Потерянный ответ command не вызывает повторный эффект,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,DATA-005;API-018;CTRL-003,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-074,Receipt replay проверяет текущее право чтения,main_spec,../spec/acceptance-cases.csv,,P2-06,2,P2-18,SEC-002;DATA-005;API-018,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-075,Crash windows blob sealing и reference commit,main_spec,../spec/acceptance-cases.csv,,P2-16,2,P2-18,DATA-006;DOM-007;QUAL-005;ARCH-004,fault_injection,specified_not_executed,Полный Given включает concurrent GC; F1 sealing/crash tests не считаются полным выполнением этого case.,
AC-076,Потерянный referenced blob не восстанавливается заглушкой,main_spec,../spec/acceptance-cases.csv,,P1-06,1,P1-09;P2-18,DATA-006;ARCH-004;CTRL-015,fault_injection,passed,Кроме чтения input требуется запрет закрытия consumer; нужен result/finish handler.,../evidence/f1-rc.1.json;../evidence/acceptance-core.md
AC-077,Независимый результат переживает чужой heartbeat,main_spec,../spec/acceptance-cases.csv,,P2-10,2,P2-18,DOM-013;RUN-008;API-020,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-078,Terminal result immutable и различается с progress,main_spec,../spec/acceptance-cases.csv,,P1-06,1,P1-09;P2-18,RUN-008;API-020;DOM-016,runtime_integration,passed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,../evidence/f1-rc.1.json;../evidence/acceptance-core.md
AC-079,ExecutionAdmission не разрешает произвольные tools,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,CTRL-005;RUN-007;ARCH-005;API-016,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-080,"Transport retry создаёт Delivery, не Step Attempt",main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,RUN-012;DOM-016;API-016;CTRL-009,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-081,Whole-worker restart не повторяет первый успешный tool,main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,RUN-012;RUN-020;ARCH-005;QUAL-005,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-082,HTTP202 остаётся pending outcome,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,RUN-010;DOM-020;API-017,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-083,Потеря ответа после effect вводит uncertainty barrier,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,RUN-010;DOM-020;RUN-004;QUAL-005,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-084,Qualified recovery resend без отдельного GET,main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,RUN-011;RUN-012;CTRL-009;API-017;WF-017,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-085,Известный partial отличается от неизвестного остатка,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,DOM-020;RUN-010;API-017,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-086,Compensation имеет новый допуск и правильный контекст,main_spec,../spec/acceptance-cases.csv,,P2-14,2,P2-18,RUN-013;WF-018;API-015;DOM-020,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-087,Отказ компенсации оставляет residual obligations,main_spec,../spec/acceptance-cases.csv,,P2-14,2,P2-18,RUN-013;CTRL-018;WF-018,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-088,Terminal outcome отражает объявленные обязательства,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,DOM-015;RUN-004;WF-021;CTRL-019,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-089,Семантическая доработка отличается от технического retry,main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,DOM-016;RUN-005;RUN-020,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-090,Claims учитывают physical aliases и весь conflict set,main_spec,../spec/acceptance-cases.csv,,P2-08,2,P2-18,RUN-014;DOM-001;DATA-004,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-091,Истёкший lease не освобождает живого старого writer,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,RUN-015;CTRL-011;RUN-014;QUAL-004,fault_injection,specified_not_executed,В полном case старый network request проходит gateway/target boundary; нужен P2-09.,
AC-092,Cleanup не удаляет ресурс нового поколения,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,RUN-017;RUN-016;SEC-007,fault_injection,specified_not_executed,В полном case жив remote server effect и проверяется cleanup container/DB; локального claim test недостаточно.,
AC-093,Локальная и remote identity имеют честную границу,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,SEC-003;PROD-006;DOM-001,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-094,"IDOR, forged callbacks и чужие exports отвергаются",main_spec,../spec/acceptance-cases.csv,,P2-12,2,P2-18,SEC-002;SEC-011;QUAL-007,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-095,Quorum approval учитывает действительных участников,main_spec,../spec/acceptance-cases.csv,,P2-06,2,P2-18,CTRL-004;CTRL-006;DOM-019,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-096,Intent pin-ит существующий subject и контракт будущего output,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,DOM-018;CTRL-005;DOM-019,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-097,Consume конкурирует с expiry/revoke атомарно,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,CTRL-006;DOM-019;RUN-007;QUAL-005,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-098,Revoke после consume действует на ещё не начатый dispatch,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,CTRL-006;RUN-018;API-019,fault_injection,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-099,Глобальный release использует ControlIntent без фиктивного Run,main_spec,../spec/acceptance-cases.csv,,P2-06,2,P2-18,DOM-002;API-019;CTRL-005;CTRL-010,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-100,Pure resume не снимает stop,main_spec,../spec/acceptance-cases.csv,,P1-07,1,P1-09;P2-18,API-018;CTRL-011;RUN-020;PROD-015,fault_injection,passed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
AC-101,Stale UI не мешает durable stop,main_spec,../spec/acceptance-cases.csv,,P1-07,1,P1-09;P2-18,DATA-005;CTRL-010;RUN-018,fault_injection,passed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
AC-102,Release не снимает чужие и более новые stops,main_spec,../spec/acceptance-cases.csv,,P2-06,2,P2-18,CTRL-010;API-018;ARCH-003,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-103,Recovery после stop не является bypass,main_spec,../spec/acceptance-cases.csv,,P2-13,2,P2-18,CTRL-010;CTRL-018;RUN-018,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-104,"Grant ограничен сроком, областью и общим бюджетом",main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,CTRL-007;DOM-019;API-019,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-105,Waiver не отменяет integrity и authorization,main_spec,../spec/acceptance-cases.csv,,P2-06,2,P2-18,CTRL-008;PROD-014;DOM-017,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-106,Waiver виден потребителям и в итоговом outcome,main_spec,../spec/acceptance-cases.csv,,P2-15,2,P2-18,CTRL-008;CTRL-019;UX-004,runtime_integration,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
AC-107,Новый запрет пользователя выше pinned package instructions,main_spec,../spec/acceptance-cases.csv,,P2-09,2,P2-18,SEC-004;CTRL-002;RUN-009,security,specified_not_executed,Полный исходный Given/When/Then; ранняя частичная проверка не закрывает этот case.,
